Scientific name,Family,Svenskt namn,Dyntaxa ID number,Establishment,Red-listed,Time of immigration,Index of invasive concern,Biodiversity relevance,Nectar production,Heat requirement,Cold requirement,Temp. optimum,Continentality,Light,Moisture,Soil reaction (pH),Nitrogen (N),Phosphorus (P),Salinity,Grazing/mowing,Soil disturbance,Longevity,Pollinator dependence,Phenology,Extreme phenology,Seed dormancy,Seed bank,Seed disperser,Nitrogen fixation,Photosynthetic pathway,Mycorrhiza,Carnivory,Parasitism,Unnamed: 34,1 Siliceous rock,2 Ultrabasic rock,3 Calcareous rock,4 Dry heath,5. Dry meadow,6 Steppic meadow,7 Sand steppe,8 Moist heath,9 Moist meadow,10 Moist calcareous meadow,11 Raised bog,12 Poor/acidic fen,13 Intermediate-rich fen,14 Rich/calcareous fen,15 Tall herb/sedge/reed meadow,16 Oligotrophic water & shores,17 Mesotrophic water & shores,18 Eutrophic water & shores,19 sandy/stony/rocky sea shores,20 Sea shore meadows,21 Base-poor wasteland,22 Base-rich wasteland,23. Arable land,24 Gravelly ground,25 Ruderal,"26 Hedgerows, thickets, wood-margins and groves",27 Heath-type deciduous forest,28 Intermediate deciduous forest,29 Herb-rich deciduous forest,30 Alnus glutinosa swamp,31 Fraxinus/Ulmus/Alnus incana swamp,32 Pinus/Betula swamp,33 Picea swamp,34 Heath-type coniferous forest,35 Vaccinium-type coniferous forest,36 Herb-rich coniferous forest,37 Cacareous conifer forest,38 Subalpine Betula forest
Alchemilla glomerulans Buser,Rosaceae,källdaggkåpa,222944.0,Resident,Not Red-listed,0.0,0,2.0,3.0,2.0,10.0,14.0,5.0,6.0,9.0,4.0,6.0,4.0,1.0,6.0,3.0,4.0,0d,7.0,2.0,4,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,2,0,0.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Alchemilla heptagona Juz.,Rosaceae,sjuhörnig daggkåpa,20.0,Resident,VU,5.0,10,2.0,3.0,7.0,7.0,10.0,7.0,6.0,5.0,5.0,5.0,3.0,1.0,4.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alchemilla micans Buser,Rosaceae,glansdaggkåpa,222947.0,Resident,Not Red-listed,0.0,0,2.0,3.0,4.0,6.0,11.0,5.0,5.0,5.0,6.0,5.0,3.0,1.0,6.0,4.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,3,2,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alchemilla mollis (Buser) Rothm.,Rosaceae,jättedaggkåpa,222948.0,Resident,Not Red-listed,6.0,10.4,2.0,3.0,7.0,5.0,9.0,7.0,5.0,3.0,6.0,5.0,3.0,1.0,4.0,4.0,4.0,0d,7.0,2.0,3,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Alchemilla monticola Opiz,Rosaceae,betesdaggkåpa,222949.0,Resident,Not Red-listed,0.0,0,2.0,3.0,4.0,4.0,9.0,5.0,5.0,5.0,6.0,5.0,3.0,1.0,6.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,2,0.0,0,0.0,3,1,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Alchemilla murbeckiana Buser,Rosaceae,njurdaggkåpa,222950.0,Resident,Not Red-listed,0.0,0,2.0,3.0,3.0,8.0,12.0,5.0,6.0,5.0,7.0,5.0,2.0,1.0,5.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,1,0.0,0,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Alchemilla oxyodonta (Buser) C. G. Westerl.,Rosaceae,skarptandad daggkåpa,22.0,Resident,EN,0.0,0,2.0,3.0,4.0,12.0,14.0,7.0,5.0,7.0,6.0,6.0,3.0,1.0,4.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,3,0,0.0,0.0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Alchemilla plicata Buser,Rosaceae,trubbdaggkåpa,222954.0,Resident,VU,1.0,4,2.0,3.0,8.0,6.0,9.0,8.0,5.0,5.0,6.0,4.0,3.0,1.0,4.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,5,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Alchemilla propinqua H. Lindb. ex Juz.,Rosaceae,hjuldaggkåpa,222955.0,Resident,Not Red-listed,5.0,11.4,2.0,3.0,7.0,6.0,9.0,6.0,6.0,4.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alchemilla samuelssonii Rothm. ex S. E. Fröhner,Rosaceae,stubbdaggkåpa,21.0,Resident,VU,0.0,0,2.0,3.0,9.0,7.0,9.0,7.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Alchemilla sarmatica Juz.,Rosaceae,sarmatisk daggkåpa,222958.0,Resident,Not Red-listed,5.0,12.8,2.0,3.0,7.0,8.0,10.0,8.0,5.0,5.0,6.0,5.0,3.0,1.0,4.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alchemilla speciosa Buser,Rosaceae,praktdaggkåpa,222960.0,Resident,Not Red-listed,5.0,8.8,2.0,3.0,11.0,5.0,7.0,6.0,,,,6.0,3.0,1.0,3.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alchemilla subcrenata Buser,Rosaceae,ängsdaggkåpa,222961.0,Resident,Not Red-listed,0.0,0,2.0,3.0,4.0,6.0,11.0,6.0,5.0,5.0,5.0,6.0,4.0,1.0,4.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,3,1,0.0,0.0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alchemilla subglobosa C. G. Westerl.,Rosaceae,valldaggkåpa,222962.0,Resident,Not Red-listed,0.0,0,2.0,3.0,4.0,8.0,12.0,7.0,5.0,5.0,6.0,5.0,3.0,1.0,4.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Alchemilla taernaënsis Hyl. ex Ericsson & S. Hellq.,Rosaceae,tärnadaggkåpa,1849.0,Resident,NT,0.0,0,2.0,3.0,4.0,16.0,16.0,,6.0,6.0,6.0,6.0,3.0,1.0,4.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Alchemilla wichurae (Buser) Stefánsson,Rosaceae,skårdaggkåpa,222964.0,Resident,Not Red-listed,0.0,0,2.0,3.0,2.0,9.0,13.0,4.0,6.0,5.0,7.0,5.0,2.0,1.0,5.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,1,1,0,0,1.0,0,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Alchemilla xanthochlora Rothm.,Rosaceae,kustdaggkåpa,24.0,Resident,VU,0.0,0,3.0,3.0,10.0,4.0,6.0,5.0,5.0,5.0,7.0,6.0,3.0,1.0,5.0,3.0,4.0,0d,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,2,0.0,0.0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alisma lanceolatum With.,Alismataceae,gotlandssvalting,29.0,Resident,Not Red-listed,0.0,0,1.0,,13.0,2.0,3.0,8.0,5.0,9.0,7.0,5.0,2.0,2.0,3.0,5.0,4.0,1,,,3,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Alisma plantago-aquatica L.,Alismataceae,svalting,219554.0,Resident,Not Red-listed,0.0,0,2.0,,7.0,3.0,7.0,7.0,5.0,10.0,6.0,7.0,4.0,2.0,3.0,5.0,4.0,1,9.0,2.0,,4.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisma wahlenbergii (Holmb.) Juz.,Alismataceae,småsvalting,30.0,Resident,NT,0.0,0,1.0,,8.0,8.0,10.0,8.0,7.0,11.0,7.0,5.0,3.0,3.0,5.0,,3.0,,,,,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliaria petiolata (M. Bieb.) Cavara & Grande,Brassicaceae,löktrav,219556.0,Resident,Not Red-listed,0.0,0,4.0,4.0,10.0,2.0,4.0,5.0,4.0,5.0,6.0,7.0,5.0,1.0,2.0,7.0,2.0,0c,5.0,4.0,4,3.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,0,0,0,0,0,0,0
Allium carinatum L.,Amaryllidaceae,rosenlök,31.0,Resident,NT,0.0,0,1.0,5.0,11.0,4.0,6.0,6.0,6.0,3.0,7.0,5.0,4.0,1.0,3.0,6.0,4.0,0a,11.0,4.0,4,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,7,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Allium hollandicum R. M. Fritsch,Amaryllidaceae,purpurlök,219740.0,Resident,Not Red-listed,6.0,14,1.0,5.0,12.0,,,8.0,5.0,2.0,,6.0,4.0,1.0,,6.0,4.0,,6.0,3.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Allium lineare L.,Amaryllidaceae,klipplök,32.0,Resident,EN,0.0,0,1.0,5.0,13.0,6.0,6.0,9.0,7.0,2.0,8.0,2.0,3.0,1.0,4.0,,4.0,,10.0,3.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,10,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allium lusitanicum Lam.,Amaryllidaceae,kantlök,1850.0,Resident,EN,0.0,0,1.0,5.0,10.0,4.0,6.0,6.0,5.0,3.0,4.0,3.0,4.0,1.0,3.0,,4.0,,,,2,,Passive,0.0,C3,AM,0.0,0.0,,0,10,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allium oleraceum L.,Amaryllidaceae,backlök,219744.0,Resident,Not Red-listed,0.0,0,1.0,4.0,10.0,3.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,1.0,3.0,3.0,4.0,0a,10.0,3.0,,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,2,1,0,2,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Allium oreophilum C. A. Mey.,Amaryllidaceae,berglök,219745.0,Resident,Not Red-listed,7.0,5,1.0,5.0,,,,,6.0,3.0,,,4.0,1.0,4.0,,4.0,,8.0,1.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Allium paradoxum (M. Bieb.) G. Don,Amaryllidaceae,snödroppslök,219746.0,Resident,Not Red-listed,6.0,8.6,1.0,4.0,12.0,5.0,6.0,7.0,3.0,4.0,6.0,6.0,4.0,1.0,3.0,,4.0,0a,5.0,4.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Allium rotundum L.,Amaryllidaceae,rundlök,219750.0,Resident,Not Red-listed,6.0,5.6,1.0,5.0,12.0,3.0,4.0,6.0,7.0,3.0,8.0,7.0,4.0,1.0,4.0,,4.0,,,,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,10.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allium schoenoprasum L.,Amaryllidaceae,gräslök,219751.0,Resident,Not Red-listed,0.0,0,3.0,7.0,7.0,5.0,9.0,6.0,6.0,4.0,7.0,4.0,3.0,3.0,3.0,7.0,4.0,1,7.0,2.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,3,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Allium scorodoprasum L.,Amaryllidaceae,skogslök,219752.0,Resident,Not Red-listed,0.0,0,2.0,4.0,11.0,6.0,7.0,5.0,4.0,4.0,6.0,6.0,5.0,1.0,2.0,2.0,4.0,0a,9.0,2.0,,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,1,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0
Allium ursinum L.,Amaryllidaceae,ramslök,219755.0,Resident,Not Red-listed,0.0,0,2.0,6.0,11.0,4.0,6.0,4.0,2.0,5.0,7.0,7.0,5.0,1.0,2.0,1.0,4.0,0c,6.0,3.0,4,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,0,0,0,0,2,0,0
Allium vineale L.,Amaryllidaceae,sandlök,219756.0,Resident,Not Red-listed,0.0,0,2.0,4.0,11.0,3.0,5.0,4.0,6.0,2.0,7.0,4.0,4.0,2.0,3.0,6.0,4.0,0a,10.0,3.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,1,2,0,0,3.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allium zebdanense Boiss. & Noë,Amaryllidaceae,majlök,219757.0,Resident,Not Red-listed,6.0,12.2,1.0,5.0,11.0,5.0,7.0,7.0,4.0,2.0,6.0,5.0,4.0,1.0,3.0,,4.0,,,,4,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0
Alnus glutinosa (L.) Gaertn.,Betulaceae,klibbal,219758.0,Resident,Not Red-listed,0.0,0,7.0,3.0,8.0,3.0,6.0,7.0,5.0,8.0,5.0,4.0,4.0,2.0,3.0,1.0,4.0,0b,3.0,6.0,2,3.0,Passive,1.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Alnus incana (L.) Moench,Betulaceae,gråal,221388.0,Resident,Not Red-listed,0.0,0,6.0,3.0,4.0,9.0,12.0,4.0,6.0,7.0,6.0,4.0,4.0,2.0,2.0,4.0,4.0,0b,3.0,6.0,2,3.0,Passive,1.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,0,2,0,0,0,0,0
Alopecurus aequalis Sobol.,Poaceae,gulkavle,221392.0,Resident,Not Red-listed,0.0,0,3.0,1.0,3.0,4.0,10.0,7.0,7.0,10.0,5.0,7.0,5.0,2.0,5.0,7.0,3.0,0c,8.0,1.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Alopecurus arundinaceus Poir.,Poaceae,svartkavle,222205.0,Resident,Not Red-listed,0.0,0,3.0,1.0,8.0,6.0,9.0,8.0,6.0,8.0,7.0,8.0,5.0,4.0,4.0,2.0,4.0,0b,8.0,1.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alopecurus geniculatus L.,Poaceae,kärrkavle,222207.0,Resident,Not Red-listed,0.0,0,4.0,1.0,4.0,3.0,8.0,5.0,6.0,9.0,5.0,7.0,5.0,2.0,6.0,7.0,3.0,0b,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,3,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alopecurus myosuroides Huds.,Poaceae,renkavle,35.0,Resident,Not Red-listed,2.0,8,3.0,1.0,13.0,3.0,4.0,4.0,7.0,5.0,7.0,7.0,5.0,2.0,1.0,8.0,3.0,0b,8.0,1.0,2,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Alopecurus pratensis L.,Poaceae,ängskavle,222209.0,Resident,Not Red-listed,0.0,0,5.0,1.0,4.0,3.0,8.0,5.0,6.0,7.0,5.0,7.0,5.0,2.0,6.0,6.0,4.0,0b,6.0,3.0,2,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,4,0,0.0,0.0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Althaea officinalis L.,Malvaceae,läkemalva,222016.0,Resident,Not Red-listed,0.0,0,2.0,3.0,13.0,4.0,5.0,5.0,6.0,7.0,7.0,7.0,5.0,3.0,2.0,,4.0,1,13.0,6.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Alyssum alyssoides (L.) L.,Brassicaceae,grådådra,1852.0,Resident,NT,3.0,10.3,3.0,3.0,12.0,3.0,4.0,6.0,7.0,2.0,8.0,3.0,4.0,1.0,4.0,8.0,1.0,0c,6.0,3.0,1,2.0,Passive,0.0,C3,None,0.0,0.0,,0,0,1,0,0,2.0,5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus blitum L.,Amaranthaceae,mållamarant,220626.0,Resident,Not Red-listed,5.0,8.8,2.0,1.0,13.0,1.0,2.0,6.0,7.0,3.0,6.0,8.0,5.0,2.0,1.0,9.0,1.0,0c,,,,2.0,Passive,0.0,C4,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus hybridus L.,Amaranthaceae,grönamarant/toppamarant,220632.0,Non-resident,Not Red-listed,,,2.0,1.0,12.0,1.0,2.0,7.0,7.0,3.0,6.0,8.0,5.0,2.0,1.0,9.0,1.0,0c,12.0,5.0,2,2.0,Passive,0.0,C4,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus retroflexus L.,Amaranthaceae,svinamarant,220637.0,Resident,Not Red-listed,3.0,8.8,3.0,1.0,13.0,2.0,3.0,7.0,7.0,3.0,6.0,8.0,5.0,2.0,1.0,9.0,1.0,0c,12.0,5.0,1,4.0,Passive,0.0,C4,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambrosia artemisiifolia L.,Asteraceae,malörtsambrosia,219920.0,Non-resident,Not Red-listed,,,2.0,1.0,14.0,1.0,1.0,7.0,7.0,3.0,,8.0,4.0,2.0,1.0,9.0,1.0,0b,14.0,7.0,4,4.0,Passive,0.0,C4,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambrosia psilostachya DC.,Asteraceae,sträv ambrosia,219922.0,Resident,Not Red-listed,5.0,10.4,1.0,1.0,13.0,2.0,3.0,,7.0,4.0,7.0,8.0,5.0,2.0,2.0,7.0,4.0,0b,,,,,Passive,0.0,C4,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Amelanchier alnifolia (Nutt.) M.Roem.,Rosaceae,sen häggmispel,219925.0,Resident,Not Red-listed,6.0,18.8,2.0,5.0,9.0,7.0,9.0,7.0,5.0,3.0,5.0,5.0,3.0,1.0,2.0,,4.0,0d,,,4,1.0,Bird,0.0,C3,AM,0.0,0.0,,0,3,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0
Amelanchier confusa Hyl.,Rosaceae,svensk häggmispel,222967.0,Resident,Not Red-listed,4.0,21.5,2.0,5.0,10.0,7.0,8.0,7.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,,4.0,0d,,,4,1.0,Bird,0.0,C3,AM,0.0,0.0,,2,2,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
Amelanchier lamarckii F. G. Schroed.,Rosaceae,prakthäggmispel,222969.0,Resident,Not Red-listed,6.0,16.9,3.0,5.0,11.0,6.0,7.0,4.0,5.0,4.0,5.0,3.0,3.0,1.0,2.0,,4.0,0d,5.0,4.0,4,1.0,Bird,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0
Amelanchier spicata (Lam.) K. Koch,Rosaceae,häggmispel,222971.0,Resident,Not Red-listed,4.0,21.5,2.0,5.0,9.0,4.0,7.0,7.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,0d,5.0,4.0,,1.0,Bird,0.0,C3,AM,0.0,0.0,,0,1,1,1,1,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0
Ammophila arenaria (L.) Link,Poaceae,sandrör,219926.0,Resident,Not Red-listed,0.0,0,4.0,1.0,12.0,2.0,3.0,4.0,7.0,4.0,6.0,5.0,4.0,4.0,3.0,6.0,4.0,0c,10.0,3.0,4,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammophila arenaria x Calamagrostis epigejos,Poaceae,östersjörör,224539.0,Resident,Not Red-listed,0.0,0,2.0,1.0,12.0,,,5.0,7.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,0a,10.0,3.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anacamptis morio (L.) R. M. Bateman et al.,Orchidaceae,göknycklar,221501.0,Resident,Not Red-listed,0.0,0,1.0,1.0,13.0,2.0,3.0,5.0,5.0,5.0,7.0,2.0,1.0,1.0,7.0,4.0,4.0,2ab,6.0,3.0,,,AirD,0.0,C3,OrkM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anacamptis palustris (Jacq.) R. M. Bateman et al.,Orchidaceae,kärrnycklar,1718.0,Resident,VU,0.0,0,1.0,1.0,13.0,2.0,3.0,6.0,6.0,9.0,8.0,2.0,1.0,1.0,4.0,3.0,4.0,,,,,,AirD,0.0,C3,OrkM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,6,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
